Date,Real,Naive,SNaive7,"ARIMA(1, 1, 1)"
2024-09-06,53948.75390625,56160.48828125,59119.4765625,29177.787844599836
2024-09-07,54139.6875,53948.75390625,58969.8984375,29177.787844599836
2024-09-08,54841.56640625,54139.6875,57325.48828125,29177.787844599836
2024-09-09,57019.53515625,54841.56640625,59112.48046875,29177.787844599836
2024-09-10,57648.7109375,57019.53515625,57431.0234375,29177.787844599836
2024-09-11,57343.171875,57648.7109375,57971.5390625,29177.787844599836
2024-09-12,58127.01171875,57343.171875,56160.48828125,29177.787844599836
2024-09-13,60571.30078125,58127.01171875,53948.75390625,29177.787844599836
2024-09-14,60005.12109375,60571.30078125,54139.6875,29177.787844599836
2024-09-15,59182.8359375,60005.12109375,54841.56640625,29177.787844599836
2024-09-16,58192.5078125,59182.8359375,57019.53515625,29177.787844599836
2024-09-17,60308.5390625,58192.5078125,57648.7109375,29177.787844599836
2024-09-18,61649.6796875,60308.5390625,57343.171875,29177.787844599836
2024-09-19,62940.45703125,61649.6796875,58127.01171875,29177.787844599836
2024-09-20,63192.9765625,62940.45703125,60571.30078125,29177.787844599836
2024-09-21,63394.83984375,63192.9765625,60005.12109375,29177.787844599836
2024-09-22,63648.7109375,63394.83984375,59182.8359375,29177.787844599836
2024-09-23,63329.80078125,63648.7109375,58192.5078125,29177.787844599836
2024-09-24,64301.96875,63329.80078125,60308.5390625,29177.787844599836
2024-09-25,63143.14453125,64301.96875,61649.6796875,29177.787844599836
2024-09-26,65181.01953125,63143.14453125,62940.45703125,29177.787844599836
2024-09-27,65790.6640625,65181.01953125,63192.9765625,29177.787844599836
2024-09-28,65887.6484375,65790.6640625,63394.83984375,29177.787844599836
2024-09-29,65635.3046875,65887.6484375,63648.7109375,29177.787844599836
2024-09-30,63329.5,65635.3046875,63329.80078125,29177.787844599836
2024-10-01,60837.0078125,63329.5,64301.96875,29177.787844599836
2024-10-02,60632.78515625,60837.0078125,63143.14453125,29177.787844599836
2024-10-03,60759.40234375,60632.78515625,65181.01953125,29177.787844599836
2024-10-04,62067.4765625,60759.40234375,65790.6640625,29177.787844599836
2024-10-05,62089.94921875,62067.4765625,65887.6484375,29177.787844599836
2024-10-06,62818.953125,62089.94921875,65635.3046875,29177.787844599836
2024-10-07,62236.66015625,62818.953125,63329.5,29177.787844599836
2024-10-08,62131.96875,62236.66015625,60837.0078125,29177.787844599836
2024-10-09,60582.1015625,62131.96875,60632.78515625,29177.787844599836
2024-10-10,60274.5,60582.1015625,60759.40234375,29177.787844599836
2024-10-11,62445.08984375,60274.5,62067.4765625,29177.787844599836
2024-10-12,63193.0234375,62445.08984375,62089.94921875,29177.787844599836
2024-10-13,62851.375,63193.0234375,62818.953125,29177.787844599836
2024-10-14,66046.125,62851.375,62236.66015625,29177.787844599836
2024-10-15,67041.109375,66046.125,62131.96875,29177.787844599836
2024-10-16,67612.71875,67041.109375,60582.1015625,29177.787844599836
2024-10-17,67399.8359375,67612.71875,60274.5,29177.787844599836
2024-10-18,68418.7890625,67399.8359375,62445.08984375,29177.787844599836
2024-10-19,68362.734375,68418.7890625,63193.0234375,29177.787844599836
2024-10-20,69001.703125,68362.734375,62851.375,29177.787844599836
2024-10-21,67367.8515625,69001.703125,66046.125,29177.787844599836
2024-10-22,67361.40625,67367.8515625,67041.109375,29177.787844599836
2024-10-23,66432.1953125,67361.40625,67612.71875,29177.787844599836
2024-10-24,68161.0546875,66432.1953125,67399.8359375,29177.787844599836
2024-10-25,66642.4140625,68161.0546875,68418.7890625,29177.787844599836
2024-10-26,67014.6953125,66642.4140625,68362.734375,29177.787844599836
2024-10-27,67929.296875,67014.6953125,69001.703125,29177.787844599836
2024-10-28,69907.7578125,67929.296875,67367.8515625,29177.787844599836
2024-10-29,72720.4921875,69907.7578125,67361.40625,29177.787844599836
2024-10-30,72339.5390625,72720.4921875,66432.1953125,29177.787844599836
2024-10-31,70215.1875,72339.5390625,68161.0546875,29177.787844599836
2024-11-01,69482.46875,70215.1875,66642.4140625,29177.787844599836
2024-11-02,69289.2734375,69482.46875,67014.6953125,29177.787844599836
2024-11-03,68741.1171875,69289.2734375,67929.296875,29177.787844599836
2024-11-04,67811.5078125,68741.1171875,69907.7578125,29177.787844599836
2024-11-05,69359.5625,67811.5078125,72720.4921875,29177.787844599836
2024-11-06,75639.078125,69359.5625,72339.5390625,29177.787844599836
2024-11-07,75904.859375,75639.078125,70215.1875,29177.787844599836
2024-11-08,76545.4765625,75904.859375,69482.46875,29177.787844599836
2024-11-09,76778.8671875,76545.4765625,69289.2734375,29177.787844599836
2024-11-10,80474.1875,76778.8671875,68741.1171875,29177.787844599836
2024-11-11,88701.484375,80474.1875,67811.5078125,29177.787844599836
2024-11-12,87955.8125,88701.484375,69359.5625,29177.787844599836
2024-11-13,90584.1640625,87955.8125,75639.078125,29177.787844599836
2024-11-14,87250.4296875,90584.1640625,75904.859375,29177.787844599836
2024-11-15,91066.0078125,87250.4296875,76545.4765625,29177.787844599836
2024-11-16,90558.4765625,91066.0078125,76778.8671875,29177.787844599836
2024-11-17,89845.8515625,90558.4765625,80474.1875,29177.787844599836
2024-11-18,90542.640625,89845.8515625,88701.484375,29177.787844599836
2024-11-19,92343.7890625,90542.640625,87955.8125,29177.787844599836
2024-11-20,94339.4921875,92343.7890625,90584.1640625,29177.787844599836
2024-11-21,98504.7265625,94339.4921875,87250.4296875,29177.787844599836
2024-11-22,98997.6640625,98504.7265625,91066.0078125,29177.787844599836
2024-11-23,97777.28125,98997.6640625,90558.4765625,29177.787844599836
2024-11-24,98013.8203125,97777.28125,89845.8515625,29177.787844599836
2024-11-25,93102.296875,98013.8203125,90542.640625,29177.787844599836
2024-11-26,91985.3203125,93102.296875,92343.7890625,29177.787844599836
2024-11-27,95962.53125,91985.3203125,94339.4921875,29177.787844599836
2024-11-28,95652.46875,95962.53125,98504.7265625,29177.787844599836
2024-11-29,97461.5234375,95652.46875,98997.6640625,29177.787844599836
2024-11-30,96449.0546875,97461.5234375,97777.28125,29177.787844599836
2024-12-01,97279.7890625,96449.0546875,98013.8203125,29177.787844599836
2024-12-02,95865.3046875,97279.7890625,93102.296875,29177.787844599836
2024-12-03,96002.1640625,95865.3046875,91985.3203125,29177.787844599836
2024-12-04,98768.53125,96002.1640625,95962.53125,29177.787844599836
2024-12-05,96593.5703125,98768.53125,95652.46875,29177.787844599836
2024-12-06,99920.7109375,96593.5703125,97461.5234375,29177.787844599836
2024-12-07,99923.3359375,99920.7109375,96449.0546875,29177.787844599836
2024-12-08,101236.015625,99923.3359375,97279.7890625,29177.787844599836
2024-12-09,97432.71875,101236.015625,95865.3046875,29177.787844599836
2024-12-10,96675.4296875,97432.71875,96002.1640625,29177.787844599836
2024-12-11,101173.03125,96675.4296875,98768.53125,29177.787844599836
2024-12-12,100043.0,101173.03125,96593.5703125,29177.787844599836
2024-12-13,101459.2578125,100043.0,99920.7109375,29177.787844599836
2024-12-14,101372.96875,101459.2578125,99923.3359375,29177.787844599836
2024-12-15,104298.6953125,101372.96875,101236.015625,29177.787844599836
2024-12-16,106029.71875,104298.6953125,97432.71875,29177.787844599836
2024-12-17,106140.6015625,106029.71875,96675.4296875,29177.787844599836
2024-12-18,100041.5390625,106140.6015625,101173.03125,29177.787844599836
2024-12-19,97490.953125,100041.5390625,100043.0,29177.787844599836
2024-12-20,97755.9296875,97490.953125,101459.2578125,29177.787844599836
2024-12-21,97224.7265625,97755.9296875,101372.96875,29177.787844599836
2024-12-22,95104.9375,97224.7265625,104298.6953125,29177.787844599836
2024-12-23,94686.2421875,95104.9375,106029.71875,29177.787844599836
2024-12-24,98676.09375,94686.2421875,106140.6015625,29177.787844599836
2024-12-25,99299.1953125,98676.09375,100041.5390625,29177.787844599836
2024-12-26,95795.515625,99299.1953125,97490.953125,29177.787844599836
2024-12-27,94164.859375,95795.515625,97755.9296875,29177.787844599836
2024-12-28,95163.9296875,94164.859375,97224.7265625,29177.787844599836
2024-12-29,93530.2265625,95163.9296875,95104.9375,29177.787844599836
2024-12-30,92643.2109375,93530.2265625,94686.2421875,29177.787844599836
2024-12-31,93429.203125,92643.2109375,98676.09375,29177.787844599836
