Date,Open,Low,Close,Volume,return,log_return,close_diff1
2020-06-01 00:00:00+00:00,9463.60546875,9450.8994140625,10167.2685546875,35198901068,,,
2020-06-02 00:00:00+00:00,10162.9736328125,9460.5712890625,9529.8037109375,39137252109,-0.06269774820259899,-0.0647494748028361,-637.46484375
2020-06-03 00:00:00+00:00,9533.7607421875,9471.8466796875,9656.7177734375,25007459262,0.013317594606312655,0.01322969499089588,126.9140625
2020-06-04 00:00:00+00:00,9655.8544921875,9525.2470703125,9800.63671875,25921805072,0.014903505382374727,0.014793539385651755,143.9189453125
2020-06-05 00:00:00+00:00,9800.2158203125,9663.216796875,9665.533203125,23509628646,-0.013785177382049874,-0.013881075272664134,-135.103515625
2020-06-06 00:00:00+00:00,9664.904296875,9591.0244140625,9653.6796875,20438419222,-0.0012263695520872142,-0.0012271221586050984,-11.853515625
2020-06-07 00:00:00+00:00,9653.0029296875,9458.150390625,9758.8525390625,25015250846,0.010894586827723485,0.010835668358636141,105.1728515625
2020-06-08 00:00:00+00:00,9760.0634765625,9675.8857421875,9771.4892578125,21486346312,0.0012948980117710729,0.001294060354382509,12.63671875
2020-06-09 00:00:00+00:00,9774.3603515625,9664.7197265625,9795.7001953125,23717842783,0.0024777121338637187,0.002474647666023344,24.2109375
2020-06-10 00:00:00+00:00,9794.119140625,9728.291015625,9870.0947265625,25706567601,0.007594610876882513,0.007565917007305245,74.39453125
2020-06-11 00:00:00+00:00,9870.078125,9263.0693359375,9321.78125,30247143440,-0.05555301055894357,-0.05715571914128326,-548.3134765625
2020-06-12 00:00:00+00:00,9320.6904296875,9285.8515625,9480.84375,22610564515,0.01706353064227928,0.016919583790143022,159.0625
2020-06-13 00:00:00+00:00,9480.7353515625,9396.009765625,9475.27734375,17564322315,-0.0005871213994007585,-0.0005872938226616498,-5.56640625
2020-06-14 00:00:00+00:00,9477.5537109375,9347.59375,9386.7880859375,18991732746,-0.009338962291258746,-0.009382843818569242,-88.4892578125
2020-06-15 00:00:00+00:00,9386.03515625,8990.17578125,9450.7021484375,26699704768,0.006808938469139436,0.00678586233768641,63.9140625
2020-06-16 00:00:00+00:00,9454.2666015625,9400.4453125,9538.0244140625,21565537209,0.009239764861221245,0.009197339368025581,87.322265625
2020-06-17 00:00:00+00:00,9533.7841796875,9327.33984375,9480.2548828125,20177709879,-0.006056760681470541,-0.006075177257296005,-57.76953125
2020-06-18 00:00:00+00:00,9481.5673828125,9328.3955078125,9411.8408203125,17770083003,-0.007216479234543938,-0.007242643975011731,-68.4140625
2020-06-19 00:00:00+00:00,9410.2939453125,9274.2958984375,9288.0185546875,19632223107,-0.013156009327927487,-0.013243316204146538,-123.822265625
2020-06-20 00:00:00+00:00,9290.9599609375,9247.3798828125,9332.3408203125,17130541557,0.004771982890003024,0.00476063307275254,44.322265625
2020-06-21 00:00:00+00:00,9330.9267578125,9300.4306640625,9303.6298828125,15324301169,-0.0030764990320015784,-0.0030812411837963793,-28.7109375
2020-06-22 00:00:00+00:00,9300.9150390625,9296.8720703125,9648.7177734375,21104009514,0.03709174751916078,0.0364203993156309,345.087890625
2020-06-23 00:00:00+00:00,9644.076171875,9547.2470703125,9629.658203125,17006433272,-0.0019753474772544743,-0.001977301049160829,-19.0595703125
2020-06-24 00:00:00+00:00,9632.1494140625,9278.2333984375,9313.6103515625,18961716076,-0.03282025643027875,-0.03337092327378066,-316.0478515625
2020-06-25 00:00:00+00:00,9314.126953125,9095.32421875,9264.8134765625,18616048626,-0.005239308190707503,-0.0052530814953222205,-48.796875
2020-06-26 00:00:00+00:00,9260.9951171875,9101.73828125,9162.91796875,18341465837,-0.010998117562784016,-0.011059043986902495,-101.8955078125
2020-06-27 00:00:00+00:00,9167.82421875,8998.216796875,9045.390625,17273093144,-0.012826410118569775,-0.012909378740094013,-117.52734375
2020-06-28 00:00:00+00:00,9048.4609375,8975.525390625,9143.58203125,14560870760,0.010855408054862181,0.010796911071169646,98.19140625
2020-06-29 00:00:00+00:00,9140.029296875,9041.8759765625,9190.8544921875,16460547078,0.005170015512075743,0.005156696867222976,47.2724609375
2020-06-30 00:00:00+00:00,9185.5810546875,9084.837890625,9137.9931640625,15735797744,-0.005751513982724221,-0.005768117633966341,-52.861328125
2020-07-01 00:00:00+00:00,9145.9853515625,9104.7353515625,9228.3251953125,15971550355,0.00988532488788163,0.009836784692076606,90.33203125
2020-07-02 00:00:00+00:00,9231.1396484375,9036.623046875,9123.41015625,16338916796,-0.011368806022981404,-0.011433924918010874,-104.9150390625
2020-07-03 00:00:00+00:00,9124.8427734375,9058.794921875,9087.3037109375,13078970999,-0.00395756024273064,-0.0039654121072665305,-36.1064453125
2020-07-04 00:00:00+00:00,9084.2333984375,9053.6298828125,9132.48828125,12290528515,0.004972274697731871,0.004959953765061087,45.1845703125
2020-07-05 00:00:00+00:00,9126.0908203125,8977.015625,9073.9423828125,12903406143,-0.00641072801130238,-0.006431364974035958,-58.5458984375
2020-07-06 00:00:00+00:00,9072.849609375,9058.6640625,9375.474609375,17889263252,0.0332305643833104,0.03269036405452752,301.5322265625
2020-07-07 00:00:00+00:00,9349.1611328125,9201.8154296875,9252.27734375,13839652595,-0.01314037643510968,-0.01322747502849353,-123.197265625
2020-07-08 00:00:00+00:00,9253.0205078125,9249.5,9428.3330078125,19702359883,0.019028359994139876,0.018849585054621087,176.0556640625
2020-07-09 00:00:00+00:00,9427.994140625,9234.9990234375,9277.9677734375,18000702524,-0.015948231171979632,-0.016076772716191456,-150.365234375
2020-07-10 00:00:00+00:00,9273.357421875,9118.001953125,9278.8076171875,16860035605,9.052022711308894e-05,9.051613040611528e-05,0.83984375
2020-07-11 00:00:00+00:00,9277.51171875,9199.4853515625,9240.3466796875,13249910444,-0.004145030168397623,-0.004153644618959618,-38.4609375
2020-07-12 00:00:00+00:00,9241.0546875,9197.4501953125,9276.5,14452361907,0.003912550206798482,0.0039049160883397604,36.1533203125
2020-07-13 00:00:00+00:00,9277.205078125,9224.29296875,9243.6142578125,17519821266,-0.003545059255915528,-0.00355135786885441,-32.8857421875
2020-07-14 00:00:00+00:00,9238.703125,9171.6611328125,9243.2138671875,18085038362,-4.331537576462985e-05,-4.331631390286361e-05,-0.400390625
2020-07-15 00:00:00+00:00,9241.8974609375,9171.93359375,9192.8369140625,15844731575,-0.005450155524782674,-0.0054650618081169,-50.376953125
2020-07-16 00:00:00+00:00,9191.98046875,9088.947265625,9132.2275390625,15713967523,-0.006593108913667822,-0.0066149394632759595,-60.609375
